time,pos_out[1],pos_out[2],pos_out[3],RPY_out[1],RPY_out[2],RPY_out[3],f_in[1],f_in[2],f_in[3],t_in[1],t_in[2],t_in[3],
0.01254604789493304,0.0001871878681782816,4.830155814068849e-11,0.1,-0.0,-0.0,4.3288197936918246e-07,-87.34904111806146,0.39672934594644516,-2300.373649392177,0.03969033493471407,-45.7659163953157,-0.1284247095281329,
0.014533637715502744,0.00025231351776639193,8.641462454655193e-11,0.1,-0.0,-0.0,5.852235892756026e-07,-113.86544837485006,0.2680572834084784,-2301.6165050161126,0.02683721283524841,-60.18170238745817,-0.15722512720072337,
0.01652122753607245,0.0003276739165977106,1.426955521891261e-10,0.1,-0.0,-0.0,7.46823643655853e-07,-194.15991252499182,0.191138890589329,-2302.9041220596964,0.019186414130484806,-103.60511377213109,-0.2775420078733311,
0.018508817356642154,0.00041305759651656465,2.205819921752013e-10,0.1,-0.0,-0.0,9.121935252740848e-07,-144.97402460590877,0.07480904166465076,-2304.075105264494,0.007548030316931402,-74.65485971318911,-0.04921036807897887,
0.020496407177211858,0.0005085940963285876,3.2323254402078405e-10,0.1,-0.0,-0.0,1.0744642314457598e-06,-145.75495863249148,-0.06724043263552668,-2305.0568888129196,-0.0066423893212565095,-74.33331452815479,-0.0023636220630887626,
0.02248399699778156,0.0006142813593202768,4.540207190819158e-10,0.1,-0.0,-0.0,1.237501770401127e-06,-144.34529734200302,-0.19068003918812915,-2306.1298587024858,-0.01897349117144333,-73.01309336739467,0.05844548172969975,
0.024471586818351265,0.0007301230980568885,6.159649673009777e-10,0.1,-0.0,-0.0,1.3979783969504084e-06,-147.07471353001236,-0.284930084583898,-2307.4353445982833,-0.028382584323939683,-74.07950219331809,0.014911072897846845,
0.02645917663892097,0.0008561121241892834,8.117137764101874e-10,0.1,-0.0,-0.0,1.5536972950592585e-06,-148.05528098121763,-0.32326908026746654,-2308.611830959824,-0.032201900672671625,-74.22618392949731,0.045902675340991725,
0.028446766459490673,0.0009922458552378945,1.043121018822728e-09,0.1,-0.0,-0.0,1.6998523483477133e-06,-149.03298791714312,-0.3600016644272738,-2309.658604978511,-0.035860919282774247,-74.37737360087556,0.06878448486450318,
0.030434356280060377,0.0011385217162567592,1.3117080192953981e-09,0.1,-0.0,-0.0,1.8361676260290799e-06,-149.8084353321804,-0.36440781047267523,-2310.674038470193,-0.0362882120987673,-74.46857466900227,0.11829089798899589,
0.03242194610063008,0.001294937664982453,1.618618423045233e-09,0.1,-0.0,-0.0,1.9621426475357e-06,-150.59462419558616,-0.40507738327778825,-2311.6190136390187,-0.04034266657641912,-74.56739320890055,0.11793755351733709,
0.03440953592119979,0.0014614916308620704,1.9649383154464117e-09,0.1,-0.0,-0.0,2.0793254040614916e-06,-151.36030285583206,-0.46335154538109824,-2312.466448858536,-0.04615846206443448,-74.66906821564918,0.12184031188171855,
0.03639712574176949,0.0016381815973594534,2.351231088282967e-09,0.1,-0.0,-0.0,2.1862745264692866e-06,-152.10589793412768,-0.4546462054490843,-2313.2897001368597,-0.04527705364723249,-74.77359209207783,0.10584769258377909,
0.03838471556233919,0.001825005600832096,2.7773927595412547e-09,0.1,-0.0,-0.0,2.281086280864081e-06,-152.85171667365162,-0.44107790953785314,-2314.0299757156013,-0.043910211990877426,-74.8870604401457,0.12384846624242714,
0.040372305382908896,0.0020219616770484955,3.2428971396752147e-09,0.1,-0.0,-0.0,2.363493369057751e-06,-153.59630995248267,-0.4549296475918502,-2314.768076402548,-0.04528636940096484,-75.02870911660769,0.15844503798649295,
0.0423598952034786,0.0022290478650044423,3.747064919781796e-09,0.1,-0.0,-0.0,2.4345794622132683e-06,-154.34366088122346,-0.4466266632967352,-2315.411106086078,-0.04444812761129206,-75.1750343853278,0.16324418601172397,
0.0443474850240483,0.002446262196433173,4.289026407610044e-09,0.1,-0.0,-0.0,2.4950540061623155e-06,-155.09260404930845,-0.4373892640511128,-2316.054513596707,-0.0435174136292358,-75.3313111537359,0.15951269834876805,
0.046335074844618004,0.002673602698874533,4.867690410757382e-09,0.1,-0.0,-0.0,2.5453625593853357e-06,-155.85164923159232,-0.4193141812242884,-2316.6724777162226,-0.041703849222337795,-75.49332398775438,0.14783589358892743,
0.04832266466518771,0.0029110673732631914,5.48170004370396e-09,0.1,-0.0,-0.0,2.5856883114338915e-06,-156.6073328325258,-0.399129783560392,-2317.2110834150894,-0.039680278417258394,-75.64585349207027,0.14791955650945665,
0.05031025448575741,0.0031586542293871025,6.129448364185581e-09,0.1,-0.0,-0.0,2.6162468017121293e-06,-157.374637134265,-0.37562738207703295,-2317.7710835763155,-0.037325770804685264,-75.80815274537613,0.1446506304890597,
0.05229784430632711,0.00341636124642931,6.8092115828447485e-09,0.1,-0.0,-0.0,2.637736552382117e-06,-158.15262970041954,-0.34682696558726117,-2318.2694051507046,-0.03444230252077504,-75.98342716701603,0.14429424962000903,
0.05428543412689682,0.0036841863754236725,7.519177484177762e-09,0.1,-0.0,-0.0,2.6508561911167604e-06,-158.9360643939222,-0.3350789916093004,-2318.8081482819907,-0.03326488874268869,-76.16191458525219,0.13675902917623536,
0.05627302394746653,0.003962127553071238,8.257553426731078e-09,0.1,-0.0,-0.0,2.6565906815284982e-06,-159.7333478788022,-0.2996597880656411,-2319.3138430584777,-0.029721075800820358,-76.35326276484405,0.1336888431401679,
0.05826061376803623,0.0042501826796002475,9.022364168493756e-09,0.1,-0.0,-0.0,2.655084639446119e-06,-160.53282539554758,-0.29094925129843807,-2319.8338201821944,-0.028848802653805163,-76.54612304703329,0.12190756095467341,
0.06024820358860593,0.004548349649460433,9.811749515031645e-09,0.1,-0.0,-0.0,2.6474607395520686e-06,-161.34906194722168,-0.2332011146986409,-2320.3276031510045,-0.02307339629758998,-76.75328259114325,0.11896263520817557,
0.062235793409175635,0.004856626312964307,1.0623630826654292e-08,0.1,-0.0,-0.0,2.6336126205367628e-06,-162.17216792976726,-0.23844178650478282,-2320.826018662057,-0.02359741164923129,-76.97143565311303,0.10788393293773127,
0.06422338322974534,0.005175010502332215,1.145634700169202e-08,0.1,-0.0,-0.0,2.615444493927386e-06,-163.0080822448409,-0.2194012563322434,-2321.3127740051123,-0.021693852794322493,-77.20394422515841,0.11318779915786002,
0.06621097305031505,0.0055035000160519034,1.2307920447084938e-08,0.1,-0.0,-0.0,2.59239156753627e-06,-163.85133277639827,-0.19792365361808778,-2321.801384172127,-0.019546980637626322,-77.44333619537304,0.09552765562564583,
0.06819856287088476,0.005842092633290053,1.3176512674778219e-08,0.1,-0.0,-0.0,2.5653017327322576e-06,-164.70687187425278,-0.19149761360604348,-2322.280763759184,-0.018905692993110037,-77.69861591210983,0.1065282725725073,
0.07018615269145446,0.006190786100849361,1.4060210262023116e-08,0.1,-0.0,-0.0,2.5343107039787034e-06,-165.56868919448166,-0.1667012347818316,-2322.7544453015703,-0.016427764119317623,-77.95500982613285,0.09438300875767756,
0.07217374251202417,0.0065495781489979575,1.4957200188896977e-08,0.1,-0.0,-0.0,2.5000273319895165e-06,-166.4400051475762,-0.15956978327112384,-2323.2055442659776,-0.015716702892852576,-78.21623685775741,0.09142352402412768,
0.07416133233259388,0.0069184664829877035,1.5865733476968526e-08,0.1,-0.0,-0.0,2.4628951483593634e-06,-167.315940072617,-0.1362553104970425,-2323.644171185397,-0.013387687358530836,-78.471952206699,0.08122771431610358,
0.07614892215316359,0.007297448795905772,1.6784031751506166e-08,0.1,-0.0,-0.0,2.4230636714024416e-06,-168.20162289713997,-0.11506310587075114,-2324.0806343092986,-0.011271165988084099,-78.73821749290937,0.0829885865627081,
0.0781365119737333,0.007686522755166685,1.7710414313197712e-08,0.1,-0.0,-0.0,2.380993483731363e-06,-169.09755163039893,-0.1062820812082575,-2324.5240956941575,-0.010396017779337121,-79.01575950239294,0.0846446449300879,
0.080124101794303,0.008085686001200663,1.8643453227553968e-08,0.1,-0.0,-0.0,2.337487039764006e-06,-170.00431121921892,-0.08861071243076059,-2324.9706840476215,-0.008632060502531144,-79.30024062731233,0.07940656778558924,
0.0821116916148727,0.008494936145913208,1.9581827981309468e-08,0.1,-0.0,-0.0,2.292912454344923e-06,-170.92200889441162,-0.06900425620078361,-2325.4070736048134,-0.006674733793773025,-79.59693693651505,0.0712521492124747,
0.0840992814354424,0.00891427077240266,2.0524369504551015e-08,0.1,-0.0,-0.0,2.247707352790409e-06,-171.8492832204944,-0.04764401320009441,-2325.8407891841175,-0.004542145390559288,-79.90156207051348,0.06579018791027136,
